Product Item ID,Created By ID,Created Date,Deleted,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Viewed Date,Location ID,Owner ID,Product ID,Product Item Number,Product Name,Quantity On Hand,Quantity Unit Of Measure,Serial Number,Serialized,System Modstamp
"0CoIS000000fzmY0AQ","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","false","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyomYAA","PI-0280","마우스 M1300QB","1.0","","433","false","03/14/2024T11:38:35.000Z"
"0CoIS000000fzmZ0AQ","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","false","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyomYAA","PI-0281","마우스 M1300QB","1.0","","444","false","03/14/2024T11:38:35.000Z"
"0CoIS000000fzma0AA","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","false","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyomYAA","PI-0282","마우스 M1300QB","1.0","","4445","false","03/14/2024T11:38:35.000Z"
"0CoIS000000fzmb0AA","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","false","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyomYAA","PI-0283","마우스 M1300QB","1.0","","54545","false","03/14/2024T11:38:35.000Z"
"0CoIS000000fzmc0AA","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","false","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyomYAA","PI-0284","마우스 M1300QB","1.0","","45555","false","03/14/2024T11:38:35.000Z"
"0CoIS000000fzmd0AA","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","false","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyomYAA","PI-0285","마우스 M1300QB","1.0","","6565","false","03/14/2024T11:38:35.000Z"
"0CoIS000000fzme0AA","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","false","005IS000000hmLyYAI","03/14/2024T11:38:35.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyomYAA","PI-0286","마우스 M1300QB","1.0","","76767","false","03/14/2024T11:38:35.000Z"
"0CoIS000000fzkl0AA","005IS000000hmLyYAI","03/14/2024T11:17:43.000Z","false","005IS000000hmLyYAI","03/14/2024T11:17:43.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoTYAQ","PI-0178","갤럭시북4 프로","1.0","","43433","false","03/14/2024T11:17:43.000Z"
"0CoIS000000fzkm0AA","005IS000000hmLyYAI","03/14/2024T11:17:43.000Z","false","005IS000000hmLyYAI","03/14/2024T11:17:43.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoTYAQ","PI-0179","갤럭시북4 프로","1.0","","33333","false","03/14/2024T11:17:43.000Z"
"0CoIS000000fzkn0AA","005IS000000hmLyYAI","03/14/2024T11:17:43.000Z","false","005IS000000hmLyYAI","03/14/2024T11:17:43.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoTYAQ","PI-0180","갤럭시북4 프로","1.0","","11111","false","03/14/2024T11:17:43.000Z"
"0CoIS000000fzko0AA","005IS000000hmLyYAI","03/14/2024T11:17:43.000Z","false","005IS000000hmLyYAI","03/14/2024T11:17:43.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoTYAQ","PI-0181","갤럭시북4 프로","1.0","","222222","false","03/14/2024T11:17:43.000Z"
"0CoIS000000fzl30AA","005IS000000heIzYAI","03/14/2024T11:21:27.000Z","false","005IS000000heIzYAI","03/14/2024T11:21:27.000Z","","","131IS000000wn7mYAA","005IS000000heIzYAI","01tIS000000hyodYAA","PI-0206","2024 그램16","1.0","","34434","false","03/14/2024T11:21:27.000Z"
"0CoIS000000fzjO0AQ","005IS000000hmLyYAI","03/14/2024T11:19:43.000Z","false","005IS000000hmLyYAI","03/14/2024T11:19:43.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyocYAA","PI-0194","젠북 14 OLED","1.0","","344","false","03/14/2024T11:19:43.000Z"
"0CoIS000000fzjP0AQ","005IS000000hmLyYAI","03/14/2024T11:19:43.000Z","false","005IS000000hmLyYAI","03/14/2024T11:19:43.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyocYAA","PI-0195","젠북 14 OLED","1.0","","454","false","03/14/2024T11:19:43.000Z"
"0CoIS000000fzjQ0AQ","005IS000000hmLyYAI","03/14/2024T11:19:43.000Z","false","005IS000000hmLyYAI","03/14/2024T11:19:43.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyocYAA","PI-0196","젠북 14 OLED","1.0","","555","false","03/14/2024T11:19:43.000Z"
"0CoIS000000fzl70AA","005IS000000hmLyYAI","03/14/2024T11:20:31.000Z","false","005IS000000hmLyYAI","03/14/2024T11:20:31.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyobYAA","PI-0198","마우스 DeathAdder","1.0","","5554","false","03/14/2024T11:20:31.000Z"
"0CoIS000000fzl80AA","005IS000000hmLyYAI","03/14/2024T11:20:31.000Z","false","005IS000000hmLyYAI","03/14/2024T11:20:31.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyobYAA","PI-0199","마우스 DeathAdder","1.0","","5454","false","03/14/2024T11:20:31.000Z"
"0CoIS000000fzl90AA","005IS000000hmLyYAI","03/14/2024T11:20:31.000Z","false","005IS000000hmLyYAI","03/14/2024T11:20:31.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyobYAA","PI-0200","마우스 DeathAdder","1.0","","55545","false","03/14/2024T11:20:31.000Z"
"0CoIS000000fzlA0AQ","005IS000000hmLyYAI","03/14/2024T11:20:31.000Z","false","005IS000000hmLyYAI","03/14/2024T11:20:31.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyobYAA","PI-0201","마우스 DeathAdder","1.0","","6566","false","03/14/2024T11:20:31.000Z"
"0CoIS000000fzlC0AQ","005IS000000hmLyYAI","03/14/2024T11:21:02.000Z","false","005IS000000hmLyYAI","03/14/2024T11:21:02.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0203","마우스 G102","1.0","","6777","false","03/14/2024T11:21:02.000Z"
"0CoIS000000fzlD0AQ","005IS000000hmLyYAI","03/14/2024T11:21:02.000Z","false","005IS000000hmLyYAI","03/14/2024T11:21:02.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0204","마우스 G102","1.0","","7677","false","03/14/2024T11:21:02.000Z"
"0CoIS000000fzlB0AQ","005IS000000hmLyYAI","03/14/2024T11:20:31.000Z","false","005IS000000hmLyYAI","03/14/2024T11:20:31.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyobYAA","PI-0202","마우스 DeathAdder","1.0","","767","false","03/14/2024T11:20:31.000Z"
"0CoIS000000fzlE0AQ","005IS000000hmLyYAI","03/14/2024T11:21:02.000Z","false","005IS000000hmLyYAI","03/14/2024T11:21:02.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0205","마우스 G102","1.0","","7777","false","03/14/2024T11:21:02.000Z"
"0CoIS000000fzjV0AQ","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","false","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0271","마우스 G102","1.0","","32","false","03/14/2024T11:37:49.000Z"
"0CoIS000000fzmP0AQ","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","false","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0272","마우스 G102","1.0","","34","false","03/14/2024T11:37:49.000Z"
"0CoIS000000fzmQ0AQ","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","false","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0273","마우스 G102","1.0","","43","false","03/14/2024T11:37:49.000Z"
"0CoIS000000fzmR0AQ","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","false","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0274","마우스 G102","1.0","","54","false","03/14/2024T11:37:49.000Z"
"0CoIS000000fzmS0AQ","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","false","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0275","마우스 G102","1.0","","65","false","03/14/2024T11:37:49.000Z"
"0CoIS000000fzmT0AQ","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","false","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0276","마우스 G102","1.0","","66","false","03/14/2024T11:37:49.000Z"
"0CoIS000000fzmU0AQ","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","false","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0277","마우스 G102","1.0","","76","false","03/14/2024T11:37:49.000Z"
"0CoIS000000fzmV0AQ","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","false","005IS000000hmLyYAI","03/14/2024T11:37:49.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoiYAA","PI-0278","마우스 G102","1.0","","75","false","03/14/2024T11:37:49.000Z"
"0CoIS000000fzmW0AQ","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","false","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoaYAA","PI-0287","마우스 MX Master","1.0","","55","false","03/14/2024T11:39:22.000Z"
"0CoIS000000fzmf0AA","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","false","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoaYAA","PI-0288","마우스 MX Master","1.0","","67","false","03/14/2024T11:39:22.000Z"
"0CoIS000000fzmg0AA","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","false","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoaYAA","PI-0289","마우스 MX Master","1.0","","7666","false","03/14/2024T11:39:22.000Z"
"0CoIS000000fzmh0AA","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","false","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoaYAA","PI-0290","마우스 MX Master","1.0","","6777","false","03/14/2024T11:39:22.000Z"
"0CoIS000000fzmi0AA","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","false","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoaYAA","PI-0291","마우스 MX Master","1.0","","4553","false","03/14/2024T11:39:22.000Z"
"0CoIS000000fzmj0AA","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","false","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoaYAA","PI-0292","마우스 MX Master","1.0","","23","false","03/14/2024T11:39:22.000Z"
"0CoIS000000fzmk0AA","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","false","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoaYAA","PI-0293","마우스 MX Master","1.0","","15","false","03/14/2024T11:39:22.000Z"
"0CoIS000000fzml0AA","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","false","005IS000000hmLyYAI","03/14/2024T11:39:22.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoaYAA","PI-0294","마우스 MX Master","1.0","","657","false","03/14/2024T11:39:22.000Z"
"0CoIS000000fznE0AQ","005IS000000hmLyYAI","03/14/2024T11:49:15.000Z","false","005IS000000hmLyYAI","03/14/2024T11:49:15.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoWYAQ","PI-0318","키보드 CK01","1.0","","22","false","03/14/2024T11:49:15.000Z"
"0CoIS000000fznF0AQ","005IS000000hmLyYAI","03/14/2024T11:49:15.000Z","false","005IS000000hmLyYAI","03/14/2024T11:49:15.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoWYAQ","PI-0319","키보드 CK01","1.0","","233","false","03/14/2024T11:49:15.000Z"
"0CoIS000000fznG0AQ","005IS000000hmLyYAI","03/14/2024T11:49:15.000Z","false","005IS000000hmLyYAI","03/14/2024T11:49:15.000Z","","","131IS000000wn7mYAA","005IS000000hmLyYAI","01tIS000000hyoWYAQ","PI-0320","키보드 CK01","1.0","","456","false","03/14/2024T11:49:15.000Z"
"0CoIS000000fzjn0AA","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","false","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","","","131IS000000wn7mYAA","005IS000000hmLtYAI","01tIS000000hyodYAA","PI-0122","2024 그램16","1.0","","df14214","false","03/14/2024T11:14:45.000Z"
"0CoIS000000fzjo0AA","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","false","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","","","131IS000000wn7mYAA","005IS000000hmLtYAI","01tIS000000hyodYAA","PI-0123","2024 그램16","1.0","","21zd245","false","03/14/2024T11:14:45.000Z"
"0CoIS000000fzjp0AA","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","false","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","","","131IS000000wn7mYAA","005IS000000hmLtYAI","01tIS000000hyodYAA","PI-0124","2024 그램16","1.0","","asdf14","false","03/14/2024T11:14:45.000Z"
"0CoIS000000fzjq0AA","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","false","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","","","131IS000000wn7mYAA","005IS000000hmLtYAI","01tIS000000hyodYAA","PI-0125","2024 그램16","1.0","","er31fd","false","03/14/2024T11:14:45.000Z"
"0CoIS000000fzjr0AA","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","false","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","","","131IS000000wn7mYAA","005IS000000hmLtYAI","01tIS000000hyodYAA","PI-0126","2024 그램16","1.0","","123sf","false","03/14/2024T11:14:45.000Z"
"0CoIS000000fzjs0AA","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","false","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","","","131IS000000wn7mYAA","005IS000000hmLtYAI","01tIS000000hyodYAA","PI-0127","2024 그램16","1.0","","54adsf","false","03/14/2024T11:14:45.000Z"
"0CoIS000000fzjt0AA","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","false","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","","","131IS000000wn7mYAA","005IS000000hmLtYAI","01tIS000000hyodYAA","PI-0128","2024 그램16","1.0","","4342","false","03/14/2024T11:14:45.000Z"
"0CoIS000000fzju0AA","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","false","005IS000000hmLtYAI","03/14/2024T11:14:45.000Z","","","131IS000000wn7mYAA","005IS000000hmLtYAI","01tIS000000hyodYAA","PI-0129","2024 그램16","1.0","","123sd2","false","03/14/2024T11:14:45.000Z"
